Customer Name,Ticket #,Effective Date,Commodity Type,Commodity Name,Material Name,Material Code,Cost,Net Weight,Reported Um,Cost/UM,Adjustments,Adjustments Description,Price Cost/UM,Price UM,Carrier Name,Supplier Type,Vendor Class,Location Name,Address 1,Address 2,City,State,Zip,Notes,Account Manager,Yard Name
DynaDome,17306,2026-02-24T11:54:22.833-06:00[America/Chicago],NON_FERROUS,ALUMINUM,ALUMINIUM TURNS,ALUTURN,50.4000,252,LBS,0.20000000000000000000,0,,0.2000,LBS,,Industrial,Manufacturing," ",-,,,,,,Pauline Samaniego,Merrillville Metal Recycling
DynaDome,20975,2026-05-08T14:33:42.831-05:00[America/Chicago],NON_FERROUS,ALUMINUM,6063 BARE ALUMINUM EXTRUSION,AL06063,535.5000,357,LBS,1.5000000000000000,0,,1.5000,LBS,,Industrial,Manufacturing," ",-,,,,,,Pauline Samaniego,Merrillville Metal Recycling
DynaDome,20975,2026-05-08T14:33:42.831-05:00[America/Chicago],NON_FERROUS,ALUMINUM,ALUMINIUM TURNS,ALUTURN,68.6000,343,LBS,0.20000000000000000000,0,,0.2000,LBS,,Industrial,Manufacturing," ",-,,,,,,Pauline Samaniego,Merrillville Metal Recycling
DynaDome,20975,2026-05-08T14:33:42.831-05:00[America/Chicago],NON_FERROUS,ALUMINUM,6063 BARE ALUMINUM EXTRUSION,AL06063,786.0000,524,LBS,1.5000000000000000,0,,1.5000,LBS,,Industrial,Manufacturing," ",-,,,,,,Pauline Samaniego,Merrillville Metal Recycling
DynaDome,20975,2026-05-08T14:33:42.831-05:00[America/Chicago],NON_FERROUS,ALUMINUM,6063 BARE ALUMINUM EXTRUSION,AL06063,658.5000,439,LBS,1.5000000000000000,0,,1.5000,LBS,,Industrial,Manufacturing," ",-,,,,,,Pauline Samaniego,Merrillville Metal Recycling
DynaDome,20975,2026-05-08T14:33:42.831-05:00[America/Chicago],NON_FERROUS,ALUMINUM,6063 BARE ALUMINUM EXTRUSION,AL06063,562.5000,375,LBS,1.5000000000000000,0,,1.5000,LBS,,Industrial,Manufacturing," ",-,,,,,,Pauline Samaniego,Merrillville Metal Recycling
DynaDome,17306,2026-02-24T11:54:22.833-06:00[America/Chicago],NON_FERROUS,ALUMINUM,6063 BARE ALUMINUM EXTRUSION,AL06063,593.7500,475,LBS,1.2500000000000000,0,,1.2500,LBS,,Industrial,Manufacturing," ",-,,,,,,Pauline Samaniego,Merrillville Metal Recycling
DynaDome,17306,2026-02-24T11:54:22.833-06:00[America/Chicago],NON_FERROUS,ALUMINUM,6063 BARE ALUMINUM EXTRUSION,AL06063,881.2500,705,LBS,1.2500000000000000,0,,1.2500,LBS,,Industrial,Manufacturing," ",-,,,,,,Pauline Samaniego,Merrillville Metal Recycling
DynaDome,17306,2026-02-24T11:54:22.833-06:00[America/Chicago],NON_FERROUS,ALUMINUM,6063 BARE ALUMINUM EXTRUSION,AL06063,660.0000,528,LBS,1.2500000000000000,0,,1.2500,LBS,,Industrial,Manufacturing," ",-,,,,,,Pauline Samaniego,Merrillville Metal Recycling
DynaDome,17306,2026-02-24T11:54:22.833-06:00[America/Chicago],NON_FERROUS,ALUMINUM,6063 BARE ALUMINUM EXTRUSION,AL06063,363.7500,291,LBS,1.2500000000000000,0,,1.2500,LBS,,Industrial,Manufacturing," ",-,,,,,,Pauline Samaniego,Merrillville Metal Recycling
DynaDome,17306,2026-02-24T11:54:22.833-06:00[America/Chicago],NON_FERROUS,ALUMINUM,6063 BARE ALUMINUM EXTRUSION,AL06063,693.7500,555,LBS,1.2500000000000000,0,,1.2500,LBS,,Industrial,Manufacturing," ",-,,,,,,Pauline Samaniego,Merrillville Metal Recycling
DynaDome,20975,2026-05-08T14:33:42.831-05:00[America/Chicago],FERROUS,STEEL,CLEAN SHEET,CLSHST,168.0000,1792,LBS,0.09375000000000000000,0,,210.0000,GT,,Industrial,Manufacturing," ",-,,,,,,Pauline Samaniego,Merrillville Metal Recycling
DynaDome,17306,2026-02-24T11:54:22.833-06:00[America/Chicago],NON_FERROUS,ALUMINUM,6063 BARE ALUMINUM EXTRUSION,AL06063,702.5000,562,LBS,1.2500000000000000,0,,1.2500,LBS,,Industrial,Manufacturing," ",-,,,,,,Pauline Samaniego,Merrillville Metal Recycling
DynaDome,20975,2026-05-08T14:33:42.831-05:00[America/Chicago],NON_FERROUS,ALUMINUM,6063 BARE ALUMINUM EXTRUSION,AL06063,552.0000,368,LBS,1.5000000000000000,0,,1.5000,LBS,,Industrial,Manufacturing," ",-,,,,,,Pauline Samaniego,Merrillville Metal Recycling
DynaDome,17306,2026-02-24T11:54:22.833-06:00[America/Chicago],NON_FERROUS,ALUMINUM,6063 BARE ALUMINUM EXTRUSION,AL06063,445.0000,356,LBS,1.2500000000000000,0,,1.2500,LBS,,Industrial,Manufacturing," ",-,,,,,,Pauline Samaniego,Merrillville Metal Recycling
DynaDome,17306,2026-02-24T11:54:22.833-06:00[America/Chicago],NON_FERROUS,ALUMINUM,6063 BARE ALUMINUM EXTRUSION,AL06063,486.2500,389,LBS,1.2500000000000000,0,,1.2500,LBS,,Industrial,Manufacturing," ",-,,,,,,Pauline Samaniego,Merrillville Metal Recycling
EPI (Terry),17145,2026-02-19T08:49:34.775-06:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,159.6000,1100,LBS,0.14509090909090909091,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),22992,2026-06-11T13:14:30.305-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,45.8000,540,LBS,0.08481481481481481481,0,,190.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),22992,2026-06-11T13:14:30.305-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,28.8400,340,LBS,0.08482352941176470588,0,,190.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),22550,2026-06-04T10:00:03.35-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,78.0400,920,LBS,0.08482608695652173913,0,,190.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),22148,2026-05-28T13:22:34.104-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,95.0000,1120,LBS,0.08482142857142857143,0,,190.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),22148,2026-05-28T13:22:34.104-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,72.9500,860,LBS,0.08482558139534883721,0,,190.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),22148,2026-05-28T13:22:34.104-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,66.1600,780,LBS,0.08482051282051282051,0,,190.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),22148,2026-05-28T13:22:34.104-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,20.3600,240,LBS,0.08483333333333333333,0,,190.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),21151,2026-05-12T13:01:17.305-05:00[America/Chicago],NON_FERROUS,STAINLESS STEEL TIER 1,304 STAINLESS SOLIDS,NISS300,167.2000,760,LBS,0.22000000000000000000,0,,0.2200,LBS,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),21151,2026-05-12T13:01:17.305-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,116.0700,800,LBS,0.14508750000000000000,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),21151,2026-05-12T13:01:17.305-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,92.8600,640,LBS,0.14509375000000000000,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),21151,2026-05-12T13:01:17.305-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,84.1500,580,LBS,0.14508620689655172414,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),21151,2026-05-12T13:01:17.305-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,75.4500,520,LBS,0.14509615384615384615,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),21151,2026-05-12T13:01:17.305-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,65.2900,450,LBS,0.14508888888888888889,50,50lbs Unknown Deduction,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),21151,2026-05-12T13:01:17.305-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,63.8400,440,LBS,0.14509090909090909091,100,100lbs Unknown Deduction,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),21151,2026-05-12T13:01:17.305-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,53.6800,370,LBS,0.14508108108108108108,50,50lbs Unknown Deduction,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),21151,2026-05-12T13:01:17.305-05:00[America/Chicago],FERROUS,STEEL,SHEET IRON,SHIRST,27.1400,320,LBS,0.08481250000000000000,0,,190.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),21151,2026-05-12T13:01:17.305-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,43.5300,300,LBS,0.14510000000000000000,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),21151,2026-05-12T13:01:17.305-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,34.8200,240,LBS,0.14508333333333333333,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),21151,2026-05-12T13:01:17.305-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,11.6100,80,LBS,0.14512500000000000000,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),21151,2026-05-12T13:01:17.305-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,0.0000,0,LBS,,120,120lbs Trash,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20830,2026-05-07T08:32:50.808-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,179.9100,1240,LBS,0.14508870967741935484,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20830,2026-05-07T08:32:50.808-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,89.2900,800,LBS,0.11161250000000000000,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20830,2026-05-07T08:32:50.808-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,69.2000,620,LBS,0.11161290322580645161,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20830,2026-05-07T08:32:50.808-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,66.9600,600,LBS,0.11160000000000000000,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20830,2026-05-07T08:32:50.808-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,64.7300,580,LBS,0.11160344827586206897,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20830,2026-05-07T08:32:50.808-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,46.4300,320,LBS,0.14509375000000000000,1220,1220lbs Unsorted,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20775,2026-05-06T10:01:56.476-05:00[America/Chicago],NON_FERROUS,STAINLESS STEEL TIER 1,304 STAINLESS SOLIDS,NISS300,149.8200,681,LBS,0.22000000000000000000,0,,0.2200,LBS,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20775,2026-05-06T10:01:56.476-05:00[America/Chicago],NON_FERROUS,STAINLESS STEEL TIER 1,304 STAINLESS SOLIDS,NISS300,142.5600,648,LBS,0.22000000000000000000,0,,0.2200,LBS,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20775,2026-05-06T10:01:56.476-05:00[America/Chicago],NON_FERROUS,STAINLESS STEEL TIER 1,304 STAINLESS SOLIDS,NISS300,133.7600,608,LBS,0.22000000000000000000,0,,0.2200,LBS,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20775,2026-05-06T10:01:56.476-05:00[America/Chicago],NON_FERROUS,STAINLESS STEEL TIER 1,304 STAINLESS SOLIDS,NISS300,82.0600,373,LBS,0.22000000000000000000,0,,0.2200,LBS,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20775,2026-05-06T10:01:56.476-05:00[America/Chicago],NON_FERROUS,STAINLESS STEEL TIER 1,304 STAINLESS SOLIDS,NISS300,25.5200,116,LBS,0.22000000000000000000,0,,0.2200,LBS,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20775,2026-05-06T10:01:56.476-05:00[America/Chicago],NON_FERROUS,STAINLESS STEEL TIER 1,304 STAINLESS SOLIDS,NISS300,22.6600,103,LBS,0.22000000000000000000,0,,0.2200,LBS,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20775,2026-05-06T10:01:56.476-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT - UNPREPARED,UNPHMS,550.0000,6160,LBS,0.08928571428571428571,0,,200.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20775,2026-05-06T10:01:56.476-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,146.6900,1011,LBS,0.14509396636993076162,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20775,2026-05-06T10:01:56.476-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,85.3800,765,LBS,0.11160784313725490196,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20775,2026-05-06T10:01:56.476-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,93.1500,642,LBS,0.14509345794392523364,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20775,2026-05-06T10:01:56.476-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,89.8100,619,LBS,0.14508885298869143780,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20775,2026-05-06T10:01:56.476-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,63.5000,569,LBS,0.11159929701230228471,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20775,2026-05-06T10:01:56.476-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,57.7500,398,LBS,0.14510050251256281407,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20775,2026-05-06T10:01:56.476-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,39.2900,352,LBS,0.11161931818181818182,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20775,2026-05-06T10:01:56.476-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,37.0500,332,LBS,0.11159638554216867470,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20775,2026-05-06T10:01:56.476-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,29.9100,268,LBS,0.11160447761194029851,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20775,2026-05-06T10:01:56.476-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,25.6700,230,LBS,0.11160869565217391304,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20136,2026-04-23T13:32:27.133-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,211.8300,1460,LBS,0.14508904109589041096,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20136,2026-04-23T13:32:27.133-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,162.9500,1460,LBS,0.11160958904109589041,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20136,2026-04-23T13:32:27.133-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,188.6200,1300,LBS,0.14509230769230769231,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20136,2026-04-23T13:32:27.133-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,161.0500,1110,LBS,0.14509009009009009009,550,550lbs Unsorted,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20136,2026-04-23T13:32:27.133-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,159.6000,1100,LBS,0.14509090909090909091,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20136,2026-04-23T13:32:27.133-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,113.8400,1020,LBS,0.11160784313725490196,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20136,2026-04-23T13:32:27.133-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,61.3800,550,LBS,0.11160000000000000000,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20136,2026-04-23T13:32:27.133-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,24.5500,220,LBS,0.11159090909090909091,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20136,2026-04-23T13:32:27.133-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,31.9200,220,LBS,0.14509090909090909091,220,220lbs Unsorted,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20087,2026-04-23T08:12:15.861-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,449.2000,3096,LBS,0.14509043927648578811,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20087,2026-04-23T08:12:15.861-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,91.5200,820,LBS,0.11160975609756097561,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20087,2026-04-23T08:12:15.861-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,89.2900,800,LBS,0.11161250000000000000,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20087,2026-04-23T08:12:15.861-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,80.3600,720,LBS,0.11161111111111111111,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20087,2026-04-23T08:12:15.861-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,66.9600,600,LBS,0.11160000000000000000,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20087,2026-04-23T08:12:15.861-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,60.2700,540,LBS,0.11161111111111111111,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20087,2026-04-23T08:12:15.861-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,55.8000,500,LBS,0.11160000000000000000,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20087,2026-04-23T08:12:15.861-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,51.3400,460,LBS,0.11160869565217391304,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20087,2026-04-23T08:12:15.861-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,46.8800,420,LBS,0.11161904761904761905,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20087,2026-04-23T08:12:15.861-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,46.8800,420,LBS,0.11161904761904761905,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20087,2026-04-23T08:12:15.861-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,44.6400,400,LBS,0.11160000000000000000,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20087,2026-04-23T08:12:15.861-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,42.4100,380,LBS,0.11160526315789473684,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20087,2026-04-23T08:12:15.861-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,37.9500,340,LBS,0.11161764705882352941,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20087,2026-04-23T08:12:15.861-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,15.6300,140,LBS,0.11164285714285714286,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),20087,2026-04-23T08:12:15.861-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,-211.6100,-1896,LBS,0.11160864978902953586,3096,3096lbs Unsorted,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),19303,2026-04-08T12:54:40.163-05:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,98.2100,880,LBS,0.11160227272727272727,0,,250.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),19303,2026-04-08T12:54:40.163-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,110.2700,760,LBS,0.14509210526315789474,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),19303,2026-04-08T12:54:40.163-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,104.4600,720,LBS,0.14508333333333333333,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),19303,2026-04-08T12:54:40.163-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,78.3500,540,LBS,0.14509259259259259259,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),19303,2026-04-08T12:54:40.163-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,52.2300,360,LBS,0.14508333333333333333,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),18606,2026-03-25T09:27:44.183-05:00[America/Chicago],FERROUS,STEEL,CLEAN SHEET,CLSHST,178.1300,1900,LBS,0.09375263157894736842,0,,210.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),18606,2026-03-25T09:27:44.183-05:00[America/Chicago],FERROUS,STEEL,CLEAN SHEET,CLSHST,133.1300,1420,LBS,0.09375352112676056338,0,,210.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),18606,2026-03-25T09:27:44.183-05:00[America/Chicago],FERROUS,STEEL,CLEAN SHEET,CLSHST,127.5000,1360,LBS,0.09375000000000000000,0,,210.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),18606,2026-03-25T09:27:44.183-05:00[America/Chicago],FERROUS,STEEL,CLEAN SHEET,CLSHST,123.7500,1320,LBS,0.09375000000000000000,0,,210.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),18606,2026-03-25T09:27:44.183-05:00[America/Chicago],FERROUS,STEEL,CLEAN SHEET,CLSHST,118.1300,1260,LBS,0.09375396825396825397,0,,210.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),18606,2026-03-25T09:27:44.183-05:00[America/Chicago],FERROUS,STEEL,CLEAN SHEET,CLSHST,54.3800,580,LBS,0.09375862068965517241,0,,210.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),18606,2026-03-25T09:27:44.183-05:00[America/Chicago],FERROUS,STEEL,CLEAN SHEET,CLSHST,26.2500,280,LBS,0.09375000000000000000,0,,210.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),18214,2026-03-17T10:34:10.534-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,159.6000,1100,LBS,0.14509090909090909091,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),18214,2026-03-17T10:34:10.534-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,133.4800,920,LBS,0.14508695652173913043,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),18214,2026-03-17T10:34:10.534-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,107.3700,740,LBS,0.14509459459459459459,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),18214,2026-03-17T10:34:10.534-05:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,104.4600,720,LBS,0.14508333333333333333,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),17498,2026-03-02T09:46:53.34-06:00[America/Chicago],FERROUS,STEEL,HEAVY MELT,INDHVYM,164.5100,1340,LBS,0.12276865671641791045,0,,275.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
EPI (Terry),17498,2026-03-02T09:46:53.34-06:00[America/Chicago],FERROUS,STEEL,BUSHELING,Indbush,110.2700,760,LBS,0.14509210526315789474,0,,325.0000,GT,,Retail,,,,,,,,,Alexus Thomas,Merrillville Metal Recycling
